label,experiment_index,pr_number,pr_title,pr_created_at,pr_closed_at,pr_merged_at,head_ref,run_id,wandb_project,wandb_name,wandb_group,wandb_tags,wandb_created_at,wandb_url,surface_pressure_rel_l2_pct,abupt_axis_mean_rel_l2_pct,state
tay,181,571,"askeladd: tau_y/tau_z weight intensity sweep (3-arm: ×1.5/×2.0, ×2.0/×2.5, ×1.0/×1.5)",2026-05-04T02:53:17Z,2026-05-04T08:49:28Z,2026-05-04T08:49:28Z,askeladd/tau-weight-sweep,nh96x7m4,senpai-v1-drivaerml-ddp8,askeladd/tau-sweep-y1.5-z2.0-rank0,askeladd-tau-sweep,askeladd|ddp|rank:0,2026-05-04T03:11:04Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/nh96x7m4,4.2091052836771405,8.171142772881659,finished
tay,182,572,Lion beta1 sweep: 0.9→0.8/0.7 on SOTA stack (small-dataset momentum),2026-05-04T03:40:17Z,2026-05-04T10:37:44Z,,nezuko/lion-beta1-sweep,6ox291lb,senpai-v1-drivaerml-ddp8,nezuko/lion-beta1-0.8-rank0,nezuko-lion-beta1-sweep,ddp|nezuko|rank:0,2026-05-04T05:30:15Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/6ox291lb,4.5690208845508264,8.747307502316092,finished
tay,183,573,"EMA decay sweep: 0.999 → {0.9993, 0.9997, 0.9999} on SOTA stack",2026-05-04T03:51:48Z,2026-05-04T10:59:55Z,,edward/ema-decay-sweep,olrwgvav,senpai-v1-drivaerml-ddp8,edward/ema-decay-0.9993-rank0,edward-ema-decay-sweep,ddp|edward|rank:0,2026-05-04T05:59:47Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/olrwgvav,4.202484509912271,8.126455072649721,finished
tay,184,574,tanjiro: RFF spectral density expansion (3-arm: 32f same / 32f+lo / 32f+hi),2026-05-04T04:08:22Z,2026-05-04T10:36:52Z,,tanjiro/rff-spectral-density,3nn65ume,senpai-v1-drivaerml-ddp8,tanjiro/rff32-sigmas-base-rank0,tanjiro-rff-spectral-density,ddp|rank:0|tanjiro,2026-05-04T06:03:30Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/3nn65ume,4.112429913365953,8.080037096325958,finished
tay,186,592,"depth sweep: test layers=5,6 to improve tau near-wall physics",2026-05-04T08:42:20Z,2026-05-04T15:32:42Z,2026-05-04T15:32:42Z,alphonse/model-depth-sweep,4k25s25e,senpai-v1-drivaerml-ddp8,alphonse/depth-L5-rank0,model-depth-sweep,alphonse|ddp|rank:0,2026-05-04T09:24:19Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/4k25s25e,4.068312876077192,7.991470349400191,finished
tay,187,593,lr-min cosine floor sweep: preserve late-epoch signal for tau channels,2026-05-04T08:42:58Z,2026-05-04T19:41:21Z,,frieren/lr-min-cosine-floor,axpkjoku,senpai-v1-drivaerml-ddp8,frieren/lr-min-1e-6-armA-v2-tau1.5-2.0-rank0,lr-min-cosine-floor,ddp|frieren|rank:0,2026-05-04T09:27:18Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/axpkjoku,4.154232178344065,8.148057715603873,finished
tay,187,593,lr-min cosine floor sweep: preserve late-epoch signal for tau channels,2026-05-04T08:42:58Z,2026-05-04T19:41:21Z,,frieren/lr-min-cosine-floor,3s9di6sg,senpai-v1-drivaerml-ddp8,frieren/lr-min-1e-5-armB-v4-tau1.5-2.0-rank0,lr-min-cosine-floor,ddp|frieren|rank:0,2026-05-04T14:35:09Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/3s9di6sg,4.126653245464052,8.122666076444505,finished
tay,188,594,RFF spectral budget sweep: 8 vs 32 features on PR #571 SOTA stack,2026-05-04T08:59:15Z,2026-05-04T19:43:29Z,,askeladd/rff32-on-pr571-sota,d777epep,senpai-v1-drivaerml-ddp8,askeladd/rff32-pr571-sota-rank0,rff32-sweep-pr571,askeladd|ddp|rank:0,2026-05-04T09:05:31Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/d777epep,4.189594367385585,8.150832649110198,finished
tay,188,594,RFF spectral budget sweep: 8 vs 32 features on PR #571 SOTA stack,2026-05-04T08:59:15Z,2026-05-04T19:43:29Z,,askeladd/rff32-on-pr571-sota,6z3qcg6n,senpai-v1-drivaerml-ddp8,askeladd/rff8-pr571-sota-att5-rank0,rff32-sweep-pr571,askeladd|ddp|rank:0,2026-05-04T14:35:20Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/6z3qcg6n,4.286348931439456,8.323029001845208,finished
tay,189,602,Expand greedy ensemble pool: add PR #571 run nh96x7m4 (pool 22→23),2026-05-04T11:46:14Z,2026-05-04T13:37:10Z,2026-05-04T13:37:10Z,nezuko/ensemble-pool-expansion-pr571,ydw7rxl2,senpai-v1-drivaerml-ddp8,greedy-pool23-maxk15,nezuko-ensemble-greedy-v2,ensemble|greedy|nezuko,2026-05-04T13:01:58Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ydw7rxl2,3.6934711715666735,7.516447289445743,finished
tay,190,603,"EMA decay sweep {0.9993, 0.9997, 0.9999} on SOTA stack",2026-05-04T11:46:48Z,2026-05-05T00:30:35Z,,tanjiro/ema-decay-sweep,smd0u05l,senpai-v1-drivaerml-ddp8,tanjiro/ema-decay-0.9997-rank0,tanjiro-ema-decay-sweep,ddp|rank:0|tanjiro,2026-05-04T14:47:58Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/smd0u05l,4.260012923234177,8.352986993365777,finished
tay,190,603,"EMA decay sweep {0.9993, 0.9997, 0.9999} on SOTA stack",2026-05-04T11:46:48Z,2026-05-05T00:30:35Z,,tanjiro/ema-decay-sweep,slw3phyg,senpai-v1-drivaerml-ddp8,tanjiro/ema-decay-0.9999-rank0,tanjiro-ema-decay-sweep,ddp|rank:0|tanjiro,2026-05-04T19:32:30Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/slw3phyg,6.814291733593718,12.185379624633796,finished
tay,191,604,Inference-time Y-mirror TTA on SOTA stack (zero training cost),2026-05-04T11:47:24Z,2026-05-04T12:49:30Z,,fern/mirror-y-tta,x5l6y9vs,senpai-v1-drivaerml-ddp8,fern/tta-y-mirror-sota-nh96x7m4,fern-tta-mirror-y,fern|mirror_y|tta,2026-05-04T12:20:25Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/x5l6y9vs,5.835282819389884,9.566966195214626,finished
tay,193,612,"Greedy ensemble pool expansion: add rff32 run d777epep (pool 23→24, K≤15)",2026-05-04T14:05:37Z,2026-05-04T16:27:13Z,2026-05-04T16:27:12Z,nezuko/greedy-pool-expansion-k24,5veexq8r,senpai-v1-drivaerml-ddp8,nezuko/greedy-pool24-pr612,nezuko-ensemble-greedy-v3,ensemble|greedy|nezuko|pool24|pr612,2026-05-04T15:53:19Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/5veexq8r,3.694721550690736,7.534685747445198,finished
tay,195,614,"Lion β2 momentum sweep: {0.95, 0.99, 0.999} on SOTA stack",2026-05-04T14:07:54Z,2026-05-05T04:50:51Z,,fern/lion-beta2-momentum-sweep,wapj7o9t,senpai-v1-drivaerml-ddp8,fern/lion-beta2-0.999-rank0,tay-lion-beta2-sweep,ddp|fern|rank:0,2026-05-04T15:06:32Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/wapj7o9t,4.506673389547833,8.486105890583374,finished
tay,195,614,"Lion β2 momentum sweep: {0.95, 0.99, 0.999} on SOTA stack",2026-05-04T14:07:54Z,2026-05-05T04:50:51Z,,fern/lion-beta2-momentum-sweep,hjq54lu4,senpai-v1-drivaerml-ddp8,fern/lion-beta2-0.99-rank0,tay-lion-beta2-sweep,ddp|fern|rank:0,2026-05-04T19:50:06Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/hjq54lu4,4.240716110080198,8.242224001345578,finished
tay,198,621,nezuko: slice-centroid STRING-RoPE for Transolver attention,2026-05-04T16:58:55Z,2026-05-05T08:31:32Z,,nezuko/slice-centroid-string-rope,xixwhi2m,senpai-v1-drivaerml-ddp8,nezuko/arm-a-control-rank0,nezuko-slice-rope-sweep,ddp|nezuko|rank:0,2026-05-04T17:54:58Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/xixwhi2m,4.272385181619879,8.311692574633991,finished
tay,198,621,nezuko: slice-centroid STRING-RoPE for Transolver attention,2026-05-04T16:58:55Z,2026-05-05T08:31:32Z,,nezuko/slice-centroid-string-rope,mekagz7v,senpai-v1-drivaerml-ddp8,nezuko/arm-b-rope-after-qknorm-rank0,nezuko-slice-rope-sweep,ddp|nezuko|rank:0,2026-05-04T22:43:04Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/mekagz7v,4.309840159962068,8.357741256713409,finished
tay,198,621,nezuko: slice-centroid STRING-RoPE for Transolver attention,2026-05-04T16:58:55Z,2026-05-05T08:31:32Z,,nezuko/slice-centroid-string-rope,0rtvbg2c,senpai-v1-drivaerml-ddp8,nezuko/arm-c-rope-before-qknorm-rank0,nezuko-slice-rope-sweep,ddp|nezuko|rank:0,2026-05-05T03:29:50Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/0rtvbg2c,4.284322306439852,8.334730221458022,finished
tay,199,624,alphonse: point-level pre-slice STRING rotation in Transolver,2026-05-04T19:20:20Z,2026-05-05T10:18:41Z,,alphonse/point-level-pre-slice-string-rope,r3f8v68j,senpai-v1-drivaerml-ddp8,alphonse/arm-a-control-rank0,alphonse-presl-rope-sweep,alphonse|ddp|rank:0,2026-05-04T19:50:30Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/r3f8v68j,4.272818777169559,8.31076874716134,finished
tay,199,624,alphonse: point-level pre-slice STRING rotation in Transolver,2026-05-04T19:20:20Z,2026-05-05T10:18:41Z,,alphonse/point-level-pre-slice-string-rope,a29fersn,senpai-v1-drivaerml-ddp8,alphonse/arm-b-xmid-only-rank0,alphonse-presl-rope-sweep,alphonse|ddp|rank:0,2026-05-05T00:36:16Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/a29fersn,4.786493433605746,8.993658899303885,finished
tay,199,624,alphonse: point-level pre-slice STRING rotation in Transolver,2026-05-04T19:20:20Z,2026-05-05T10:18:41Z,,alphonse/point-level-pre-slice-string-rope,b5pvhjhu,senpai-v1-drivaerml-ddp8,alphonse/arm-c-xmid-and-fxmid-rank0,alphonse-presl-rope-sweep,alphonse|ddp|rank:0,2026-05-05T05:25:52Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/b5pvhjhu,4.823480619414323,9.114897598892105,finished
tay,201,626,frieren: Exp 4 (Issue #618) — Full AB-UPT-style geometry branch with learnable STRING-RoPE,2026-05-04T20:03:06Z,2026-05-05T00:36:30Z,,frieren/ab-upt-style-geometry-branch,26ij4t3d,senpai-v1-drivaerml-ddp8,frieren/abupt-K1024-L5-rank0,frieren-abupt-style,ddp|frieren|rank:0,2026-05-04T20:57:47Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/26ij4t3d,5.729408288531014,10.366611285877129,finished
tay,203,641,Flow-aligned tau: predict wall shear in local surface tangent frame,2026-05-04T20:36:58Z,2026-05-05T01:14:08Z,,thorfinn/flow-aligned-tau-local-frame,q4z6tmmo,senpai-v1-drivaerml-ddp8,thorfinn/flow-aligned-tau-head-rank0,flow-aligned-tau,ddp|rank:0|thorfinn,2026-05-04T21:54:37Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/q4z6tmmo,4.785745261687538,13.722548567606502,finished
tay,205,648,Volume-Pressure Loss Upweighting Sweep,2026-05-05T00:48:06Z,2026-05-05T09:48:05Z,,askeladd/volume-pressure-loss-upweight,rl2drj1m,senpai-v1-drivaerml-ddp8,askeladd/vp-weight-2.0-rank0,volume-pressure-loss-sweep,askeladd|ddp|rank:0,2026-05-05T00:51:45Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/rl2drj1m,4.461201268484,8.51775882626486,finished
tay,206,649,GradNorm Min-Weight Floor Sweep,2026-05-05T00:48:48Z,2026-05-05T11:51:31Z,,edward/gradnorm-min-weight-floor,phi418eg,senpai-v1-drivaerml-ddp8,edward/gradnorm-floor-0.3-rank0,gradnorm-min-weight-sweep,ddp|edward|rank:0,2026-05-05T00:54:43Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/phi418eg,4.321422502842934,8.220419574885545,finished
tay,207,650,LR Cosine Floor Sweep,2026-05-05T00:49:32Z,2026-05-05T09:48:07Z,,tanjiro/lr-cosine-floor-sweep,aon7hwtk,senpai-v1-drivaerml-ddp8,tanjiro/lr-min-5e-6-rank0,lr-cosine-floor-sweep,ddp|rank:0|tanjiro,2026-05-05T00:56:37Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/aon7hwtk,4.183304412861247,8.22219048487723,finished
tay,210,665,Cross-slice attention over Transolver slice tokens (global inter-slice MHA),2026-05-05T04:53:28Z,2026-05-05T13:52:21Z,,frieren/cross-slice-attention,ag6wj13c,senpai-v1-drivaerml-ddp8,frieren/arm-a-control-rank0,cross-slice-attn-sweep,ddp|frieren|rank:0,2026-05-05T05:13:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ag6wj13c,4.29263028227528,8.267239581272765,finished
tay,211,666,Depth scaling L=6 at full hidden=512 (correct test after PR #660 confound),2026-05-05T04:53:56Z,2026-05-05T09:43:47Z,,thorfinn/depth-l6-full-hidden,n13erxyc,senpai-v1-drivaerml-ddp8,thorfinn/depth-l6-h512-rank0,depth-l6-full-hidden,ddp|rank:0|thorfinn,2026-05-05T04:57:41Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/n13erxyc,4.4499388155144155,8.42844496948176,finished
tay,212,667,"Weight decay sweep {1e-4, 5e-4, 1e-3} for Lion optimizer on SOTA stack",2026-05-05T04:54:21Z,2026-05-05T19:38:55Z,,fern/weight-decay-sweep,lfuwtmr2,senpai-v1-drivaerml-ddp8,fern/wd-5e-4-control-rank0,weight-decay-sweep,ddp|fern|rank:0,2026-05-05T05:00:50Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/lfuwtmr2,4.190425896012076,8.135062104378752,finished
tay,212,667,"Weight decay sweep {1e-4, 5e-4, 1e-3} for Lion optimizer on SOTA stack",2026-05-05T04:54:21Z,2026-05-05T19:38:55Z,,fern/weight-decay-sweep,j5gcqf65,senpai-v1-drivaerml-ddp8,fern/wd-1e-3-rank0,weight-decay-sweep,ddp|fern|rank:0,2026-05-05T09:47:28Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/j5gcqf65,4.105534967209251,8.097484019110489,finished
tay,212,667,"Weight decay sweep {1e-4, 5e-4, 1e-3} for Lion optimizer on SOTA stack",2026-05-05T04:54:21Z,2026-05-05T19:38:55Z,,fern/weight-decay-sweep,14g8dzr8,senpai-v1-drivaerml-ddp8,fern/wd-1e-4-rank0,weight-decay-sweep,ddp|fern|rank:0,2026-05-05T14:38:45Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/14g8dzr8,4.198840841785473,8.152991262752424,finished
tay,213,676,nezuko: ensemble K=7 distillation teacher → L=5 student,2026-05-05T08:33:41Z,2026-05-05T19:36:53Z,,nezuko/ensemble-distillation-k7-teacher,loov8bt7,senpai-v1-drivaerml-ddp8,nezuko/kd-alpha-0.7-rank0,nezuko-kd-ensemble-teacher,ddp|nezuko|rank:0,2026-05-05T10:21:51Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/loov8bt7,4.2497455971459415,8.253912810857736,finished
tay,213,676,nezuko: ensemble K=7 distillation teacher → L=5 student,2026-05-05T08:33:41Z,2026-05-05T19:36:53Z,,nezuko/ensemble-distillation-k7-teacher,m5lq2cnh,senpai-v1-drivaerml-ddp8,nezuko/kd-alpha-0.5-rank0,nezuko-kd-ensemble-teacher,ddp|nezuko|rank:0,2026-05-05T15:10:16Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/m5lq2cnh,4.220132324312972,8.33410981261253,finished
tay,214,690,"Slice count sweep: slices={64,192,256} vs SOTA slices=128",2026-05-05T10:55:39Z,2026-05-05T18:38:26Z,,alphonse/slice-count-sweep,gdlrcab5,senpai-v1-drivaerml-ddp8,alphonse/slices-64-rank0,alphonse-slice-count-sweep,alphonse|ddp|rank:0,2026-05-05T10:57:36Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/gdlrcab5,4.189694452951043,8.110778300636111,finished
tay,215,691,RFF sigma range expansion: add 0.125 and 8.0 to current {0.25-4.0},2026-05-05T10:56:11Z,2026-05-05T19:37:02Z,,askeladd/rff-sigma-expansion,3vszt32z,senpai-v1-drivaerml-ddp8,askeladd/rff-7sigma-wide-rank0,askeladd-rff-sigma-expansion,askeladd|ddp|rank:0,2026-05-05T11:03:20Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/3vszt32z,4.219591191988168,8.198350866065931,finished
tay,215,691,RFF sigma range expansion: add 0.125 and 8.0 to current {0.25-4.0},2026-05-05T10:56:11Z,2026-05-05T19:37:02Z,,askeladd/rff-sigma-expansion,h8cbl6pk,senpai-v1-drivaerml-ddp8,askeladd/rff-6sigma-lowext-rank0,askeladd-rff-sigma-expansion,askeladd|ddp|rank:0,2026-05-05T15:49:46Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/h8cbl6pk,4.1190989358796,8.113041554621118,finished
tay,216,692,"Attention heads sweep: heads={8,2} vs SOTA heads=4 on L=5/STRING stack",2026-05-05T10:56:40Z,2026-05-05T16:01:03Z,,tanjiro/heads-sweep,7xo0949l,senpai-v1-drivaerml-ddp8,tanjiro/heads-8-rank0,tanjiro-heads-sweep,ddp|rank:0|tanjiro,2026-05-05T11:01:17Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/7xo0949l,4.53715205353607,8.687348873559387,finished
tay,218,694,thorfinn: depth L=6 hidden=384 heads=4 (budget-safe follow-up to #693),2026-05-05T11:15:18Z,2026-05-05T16:00:55Z,,thorfinn/depth-l6-hidden384-heads4,0f6gu7rg,senpai-v1-drivaerml-ddp8,thorfinn/depth-L6-hidden384-rank0,depth-l6-sweep,ddp|rank:0|thorfinn,2026-05-05T11:24:48Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/0f6gu7rg,4.1381572962504505,8.09310814541134,finished
tay,219,695,rff-num-features=32: doubled RFF encoding capacity for tau_y/tau_z,2026-05-05T12:01:23Z,2026-05-05T19:36:50Z,,edward/rff-num-features-32,4ht8fw3z,senpai-v1-drivaerml-ddp8,edward/rff-features-32-rank0,rff-features-sweep,ddp|edward|rank:0,2026-05-05T15:14:26Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/4ht8fw3z,4.234070560896797,8.310721509707445,finished
tay,220,716,BC-type feature embedding for surface boundary disambiguation,2026-05-05T14:00:11Z,2026-05-05T18:37:29Z,,frieren/bc-type-encoding,lyzl4igk,senpai-v1-drivaerml-ddp8,frieren/arm-a-control-rank0,frieren-bc-type-sweep,ddp|frieren|rank:0,2026-05-05T14:28:12Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/lyzl4igk,5.4733763511629405,9.852312786463898,finished
tay,223,728,Exp 1B: Volume outlier-aware point sampling (Issue #717),2026-05-05T18:40:59Z,2026-05-06T00:22:14Z,,frieren/exp-1b-volume-outlier-sampling,ufq087v3,senpai-v1-drivaerml-ddp8,frieren/vol-emphasis-ema-rank0,frieren-vol-emphasis-sweep,ddp|frieren|rank:0,2026-05-05T19:29:58Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ufq087v3,4.155648612831834,8.206946154397208,finished
tay,224,729,Exp 1D: Single-model KD from K=7 ensemble (Issue #717),2026-05-05T18:41:06Z,2026-05-06T01:21:12Z,,alphonse/exp-1d-single-model-kd-ensemble,k3kyzntp,senpai-v1-drivaerml-ddp8,alphonse/kd-alpha05-vol-rank0,alphonse-kd-ensemble,alphonse|ddp|rank:0,2026-05-05T20:17:37Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/k3kyzntp,4.278783621691731,8.300140371707423,finished
tay,225,734,Exp 1C P3: SDF distance-to-surface scalar feature for volume_pressure (Issue #717),2026-05-05T20:19:14Z,2026-05-06T02:34:07Z,,askeladd/sdf-distance-feature,29p6kzwg,senpai-v1-drivaerml-ddp8,askeladd/sdf-dist-v1-rank0,askeladd-sdf-distance-feature,askeladd|ddp|rank:0,2026-05-05T20:46:12Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/29p6kzwg,4.171492747282086,8.20722306637786,finished
tay,226,735,TTA: Y-mirror + coord-jitter test-time averaging for volume_pressure (Issue #717),2026-05-05T20:19:19Z,2026-05-06T03:13:35Z,,edward/tta-mirror-jitter,ugx05pj9,senpai-v1-drivaerml-ddp8,edward/tta-armA-jitter,edward-tta-mirror-jitter,arm-A|edward|issue-717|jitter|tta,2026-05-05T20:40:25Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ugx05pj9,14.92130722757693,27.624434463689447,finished
tay,226,735,TTA: Y-mirror + coord-jitter test-time averaging for volume_pressure (Issue #717),2026-05-05T20:19:19Z,2026-05-06T03:13:35Z,,edward/tta-mirror-jitter,y0rb0vu1,senpai-v1-drivaerml-ddp8,edward/tta-armA-mirror,edward-tta-mirror-jitter,arm-A|edward|issue-717|mirror|tta,2026-05-05T20:40:27Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/y0rb0vu1,5.705909514267328,9.44606187342177,finished
tay,226,735,TTA: Y-mirror + coord-jitter test-time averaging for volume_pressure (Issue #717),2026-05-05T20:19:19Z,2026-05-06T03:13:35Z,,edward/tta-mirror-jitter,c633la98,senpai-v1-drivaerml-ddp8,edward/tta-armA-notta,edward-tta-mirror-jitter,arm-A|edward|issue-717|notta|tta,2026-05-05T20:40:29Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/c633la98,4.068312876077192,7.991470349400191,finished
tay,226,735,TTA: Y-mirror + coord-jitter test-time averaging for volume_pressure (Issue #717),2026-05-05T20:19:19Z,2026-05-06T03:13:35Z,,edward/tta-mirror-jitter,rbnk7zca,senpai-v1-drivaerml-ddp8,edward/tta-armB-trainmirror-rank0,edward-tta-mirror-jitter,ddp|edward|rank:0,2026-05-05T22:05:53Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/rbnk7zca,4.2519049849068615,8.335676544674065,crashed
tay,228,737,Region-weighted volume_pressure loss: near-wake emphasis (Issue #717),2026-05-05T20:19:27Z,2026-05-06T08:29:19Z,,nezuko/farwake-region-loss,r1eddah6,senpai-v1-drivaerml-ddp8,nezuko/region-A-near1.5-far1.0-v2-rank0,nezuko-region-vp-loss,ddp|nezuko|rank:0,2026-05-05T22:43:27Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/r1eddah6,4.210238884209866,8.26473652725959,finished
tay,228,737,Region-weighted volume_pressure loss: near-wake emphasis (Issue #717),2026-05-05T20:19:27Z,2026-05-06T08:29:19Z,,nezuko/farwake-region-loss,ocx2e7r5,senpai-v1-drivaerml-ddp8,nezuko/region-B-near2.0-far1.0-v2-rank0,nezuko-region-vp-loss,ddp|nezuko|rank:0,2026-05-06T03:29:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/ocx2e7r5,4.2475925383994,8.228029687629565,finished
tay,229,738,Volume-coordinate Gaussian noise injection at training time (Issue #717),2026-05-05T20:19:32Z,2026-05-06T06:15:36Z,,tanjiro/volume-coord-noise,jzybrknz,senpai-v1-drivaerml-ddp8,tanjiro/noise-A-sigma0.005-rank0,tanjiro-vol-coord-noise,ddp|rank:0|tanjiro,2026-05-05T20:36:13Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/jzybrknz,4.18655888951508,9.202262160319185,finished
tay,232,750,[alphonse] Issue #618 Exp B: Geometry-branch diff-LR + backbone freeze + aux vol-pressure warmup loss,2026-05-06T01:29:01Z,2026-05-06T06:52:51Z,,alphonse/geometry-branch-redux,qt9xt341,senpai-v1-drivaerml-ddp8,alphonse/geom-redux-fz0.20-glr2.0-vlw2.0-rank0,issue-618-geometry-branch-redux,alphonse|ddp|rank:0,2026-05-06T02:00:08Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/qt9xt341,7.194053877570659,12.249944665230682,finished
tay,234,752,Exp 1C P4: x-slab wake stratified vol sampling (Issue #717),2026-05-06T02:38:02Z,2026-05-06T12:45:04Z,,askeladd/wake-x-stratified-sampling,m7oa9gnu,senpai-v1-drivaerml-ddp8,askeladd/wake-oversample-3.0-rank0,vol-wake-stratified,askeladd|ddp|rank:0,2026-05-06T02:58:45Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/m7oa9gnu,4.272612657831449,8.311511841996952,finished
tay,234,752,Exp 1C P4: x-slab wake stratified vol sampling (Issue #717),2026-05-06T02:38:02Z,2026-05-06T12:45:04Z,,askeladd/wake-x-stratified-sampling,jc2t6sxa,senpai-v1-drivaerml-ddp8,askeladd/wake-oversample-near-3.0-rank0,vol-wake-stratified,askeladd|ddp|rank:0,2026-05-06T07:45:48Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/jc2t6sxa,4.2704055334354525,8.264377130013278,finished
tay,235,753,[fern] Signed-log1p target transform for volume_pressure (Issue #717),2026-05-06T03:16:16Z,2026-05-06T08:44:24Z,,fern/logp-vol-target,fh66ab5i,senpai-v1-drivaerml-ddp8,fern/logp-scale25-rank0,fern-vol-logtarget,ddp|fern|rank:0,2026-05-06T03:49:03Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/fh66ab5i,4.406974684214123,8.60090707018695,finished
tay,238,756,[thorfinn] Cosine-annealed EMA decay schedule (0.99 -> 0.9999),2026-05-06T03:20:38Z,2026-05-06T08:29:27Z,,thorfinn/ema-decay-cosine-anneal,bubrguoh,senpai-v1-drivaerml-ddp8,thorfinn/ema-anneal-099-09999-rank0,thorfinn-ema-anneal,ddp|rank:0|thorfinn,2026-05-06T03:30:16Z,https://wandb.ai/wandb-applied-ai-team/senpai-v1-drivaerml-ddp8/runs/bubrguoh,4.207352759797781,8.239537089356586,finished
